obj_name,PRMAGIC_1_best_iter
0_class-14,5
1_class-14,3
2_class-12,1
3_class-14,5
4_class-10,3
5_class-14,3
6_class-12,2
7_class-14,1
8_class-12,1
9_class-14,3
10_class-10,1
11_class-10,1
12_class-14,2
13_class-14,3
14_class-14,4
15_class-11,1
16_class-14,1
17_class-14,3
18_class-14,0
19_class-14,3
20_class-10,3
21_class-14,4
22_class-14,2
23_class-14,3
24_class-12,5
25_class-14,3
26_class-14,4
27_class-14,0
28_class-10,3
29_class-14,5
30_class-14,2
31_class-11,5
32_class-12,5
33_class-12,4
34_class-14,2
35_class-13,3
36_class-11,5
37_class-14,3
38_class-14,5
39_class-14,2
40_class-14,1
41_class-11,5
42_class-10,3
43_class-14,5
44_class-14,5
45_class-14,1
46_class-13,3
47_class-14,2
48_class-14,4
49_class-11,4
50_class-10,4
51_class-14,4
52_class-12,0
53_class-14,2
54_class-14,0
55_class-14,2
56_class-11,1
57_class-14,2
58_class-14,2
59_class-11,4
60_class-13,2
61_class-14,2
62_class-11,0
63_class-14,3
64_class-14,5
65_class-14,2
66_class-10,2
67_class-14,3
68_class-11,3
69_class-13,1
70_class-14,3
71_class-11,4
72_class-14,1
73_class-14,3
74_class-11,3
75_class-13,1
76_class-14,3
77_class-14,2
78_class-13,1
79_class-14,0
80_class-14,2
81_class-10,2
82_class-12,2
83_class-14,0
84_class-11,3
85_class-10,3
86_class-14,0
87_class-12,0
88_class-14,2
89_class-12,2
90_class-14,2
91_class-12,5
92_class-14,2
93_class-11,1
94_class-13,5
95_class-14,3
96_class-14,1
97_class-14,3
98_class-12,1
99_class-14,2
100_class-13,3
101_class-14,5
102_class-14,2
103_class-14,3
104_class-13,1
105_class-14,0
106_class-11,5
107_class-13,4
108_class-10,0
109_class-10,5
110_class-14,4
111_class-14,2
112_class-14,4
113_class-10,3
114_class-14,0
115_class-11,4
116_class-14,3
117_class-10,5
118_class-12,3
119_class-14,2
120_class-14,1
121_class-11,4
122_class-14,0
123_class-14,5
124_class-13,0
125_class-14,4
126_class-14,4
127_class-14,0
128_class-14,3
129_class-14,1
130_class-12,5
131_class-14,4
132_class-10,1
133_class-14,3
134_class-12,3
135_class-14,3
136_class-14,5
137_class-14,2
138_class-13,1
139_class-14,4
140_class-11,5
141_class-14,2
142_class-10,2
143_class-14,1
144_class-10,4
145_class-14,2
146_class-13,0
147_class-12,1
148_class-14,5
149_class-14,1
150_class-10,3
151_class-14,4
152_class-14,0
153_class-14,5
154_class-14,0
155_class-14,1
156_class-14,5
157_class-14,5
158_class-11,3
159_class-12,3
160_class-14,5
161_class-11,2
162_class-14,0
163_class-11,1
164_class-14,2
165_class-12,1
166_class-14,2
167_class-14,1
168_class-12,2
169_class-14,4
170_class-14,3
171_class-11,1
172_class-14,1
173_class-11,3
174_class-14,3
175_class-11,4
176_class-13,4
177_class-12,4
178_class-14,2
179_class-14,2
180_class-14,1
181_class-11,1
182_class-12,2
183_class-14,4
184_class-10,5
185_class-14,3
186_class-10,4
187_class-11,3
188_class-11,4
189_class-14,3
190_class-14,2
191_class-14,1
192_class-14,0
193_class-13,4
194_class-14,1
195_class-10,2
196_class-14,2
197_class-13,4
198_class-14,2
199_class-12,0
200_class-13,3
201_class-11,4
202_class-14,2
203_class-14,0
204_class-14,4
205_class-14,1
206_class-14,3
207_class-11,3
208_class-11,2
209_class-14,4
210_class-14,2
211_class-14,4
212_class-14,3
213_class-14,5
214_class-10,2
215_class-14,1
216_class-12,3
217_class-14,2
218_class-11,2
219_class-14,4
220_class-14,2
221_class-14,3
222_class-14,3
223_class-14,3
224_class-14,2
225_class-14,2
226_class-10,2
227_class-14,0
228_class-12,2
229_class-13,2
230_class-14,4
231_class-13,1
232_class-14,5
233_class-11,3
234_class-11,5
235_class-14,3
236_class-14,1
237_class-14,4
238_class-11,5
239_class-14,2
240_class-14,4
241_class-13,2
242_class-14,1
243_class-14,4
244_class-14,4
245_class-14,2
246_class-14,2
247_class-11,5
248_class-14,2
