fold,sample_id,obj_name,baseline_miou,original_miou,original_iter,original_non_degraded,original_fallback,original_delta_vs_baseline,original_delta_vs_original,support_fg_miou,support_fg_iter,support_fg_fallback,support_fg_non_degraded,support_fg_delta_vs_baseline,support_fg_delta_vs_original,support_decoder_fg_miou,support_decoder_fg_iter,support_decoder_fg_fallback,support_decoder_fg_non_degraded,support_decoder_fg_delta_vs_baseline,support_decoder_fg_delta_vs_original
1,fold1:87_class-6,87_class-6,0.96020865,0.91529000,5,0,0,-0.04491866,0.00000000,0.91529000,5,0,0,-0.04491866,0.00000000,0.91529000,5,0,0,-0.04491866,0.00000000
1,fold1:88_class-7,88_class-7,0.99975097,0.93759209,4,0,0,-0.06215888,0.00000000,0.99975097,0,1,1,0.00000000,0.06215888,0.99975097,0,1,1,0.00000000,0.06215888
1,fold1:89_class-9,89_class-9,0.77074659,0.89906293,2,1,0,0.12831634,0.00000000,0.77074659,0,1,1,0.00000000,-0.12831634,0.77074659,0,1,1,0.00000000,-0.12831634
1,fold1:90_class-7,90_class-7,0.98973298,0.95774043,1,0,0,-0.03199255,0.00000000,0.98973298,0,1,1,0.00000000,0.03199255,0.98973298,0,1,1,0.00000000,0.03199255
1,fold1:91_class-5,91_class-5,0.36880726,0.35620806,5,0,0,-0.01259920,0.00000000,0.36880726,0,1,1,0.00000000,0.01259920,0.36880726,0,1,1,0.00000000,0.01259920
1,fold1:92_class-6,92_class-6,0.31271309,0.44583029,3,1,0,0.13311720,0.00000000,0.44583029,3,0,1,0.13311720,0.00000000,0.44583029,3,0,1,0.13311720,0.00000000
1,fold1:93_class-8,93_class-8,0.29642650,0.29642650,0,1,0,0.00000000,0.00000000,0.29642650,0,0,1,0.00000000,0.00000000,0.29642650,0,0,1,0.00000000,0.00000000
1,fold1:94_class-8,94_class-8,0.45829329,0.45829329,0,1,0,0.00000000,0.00000000,0.45829329,0,0,1,0.00000000,0.00000000,0.45829329,0,0,1,0.00000000,0.00000000
1,fold1:95_class-5,95_class-5,0.97686207,0.52564722,2,0,0,-0.45121485,0.00000000,0.52564722,2,0,0,-0.45121485,0.00000000,0.97686207,0,1,1,0.00000000,0.45121485
1,fold1:96_class-7,96_class-7,0.98254490,0.72173595,2,0,0,-0.26080894,0.00000000,0.98254490,0,1,1,0.00000000,0.26080894,0.98254490,0,1,1,0.00000000,0.26080894
1,fold1:97_class-9,97_class-9,0.97788262,0.80233079,3,0,0,-0.17555183,0.00000000,0.80233079,3,0,0,-0.17555183,0.00000000,0.80233079,3,0,0,-0.17555183,0.00000000
1,fold1:98_class-7,98_class-7,0.98717380,0.96448469,5,0,0,-0.02268910,0.00000000,0.96448469,5,0,0,-0.02268910,0.00000000,0.96448469,5,0,0,-0.02268910,0.00000000
1,fold1:99_class-6,99_class-6,0.44415754,0.43469682,4,0,0,-0.00946072,0.00000000,0.43469682,4,0,0,-0.00946072,0.00000000,0.43469682,4,0,0,-0.00946072,0.00000000
1,fold1:100_class-9,100_class-9,0.36923382,0.24976112,1,0,0,-0.11947270,0.00000000,0.36923382,0,1,1,0.00000000,0.11947270,0.36923382,0,1,1,0.00000000,0.11947270
1,fold1:101_class-9,101_class-9,0.99467123,0.95840728,1,0,0,-0.03626394,0.00000000,0.99467123,0,1,1,0.00000000,0.03626394,0.99467123,0,1,1,0.00000000,0.03626394
1,fold1:102_class-5,102_class-5,0.96903050,0.96951151,5,1,0,0.00048101,0.00000000,0.96951151,5,0,1,0.00048101,0.00000000,0.96951151,5,0,1,0.00048101,0.00000000
1,fold1:103_class-8,103_class-8,0.46371949,0.37577769,5,0,0,-0.08794180,0.00000000,0.46371949,0,1,1,0.00000000,0.08794180,0.46371949,0,1,1,0.00000000,0.08794180
1,fold1:104_class-8,104_class-8,0.44993460,0.38436285,1,0,0,-0.06557176,0.00000000,0.38436285,1,0,0,-0.06557176,0.00000000,0.38436285,1,0,0,-0.06557176,0.00000000
1,fold1:105_class-7,105_class-7,0.23297071,0.23297071,0,1,0,0.00000000,0.00000000,0.23297071,0,0,1,0.00000000,0.00000000,0.23297071,0,0,1,0.00000000,0.00000000
1,fold1:106_class-7,106_class-7,0.99336350,0.97630870,2,0,0,-0.01705480,0.00000000,0.99336350,0,1,1,0.00000000,0.01705480,0.99336350,0,1,1,0.00000000,0.01705480
1,fold1:107_class-7,107_class-7,0.99062717,0.96582615,5,0,0,-0.02480102,0.00000000,0.99062717,0,1,1,0.00000000,0.02480102,0.99062717,0,1,1,0.00000000,0.02480102
1,fold1:108_class-7,108_class-7,0.99262208,0.99262208,0,1,0,0.00000000,0.00000000,0.99262208,0,0,1,0.00000000,0.00000000,0.99262208,0,0,1,0.00000000,0.00000000
1,fold1:109_class-6,109_class-6,0.82929194,0.82929194,0,1,0,0.00000000,0.00000000,0.82929194,0,0,1,0.00000000,0.00000000,0.82929194,0,0,1,0.00000000,0.00000000
1,fold1:110_class-8,110_class-8,0.28342226,0.28165919,5,0,0,-0.00176308,0.00000000,0.28165919,5,0,0,-0.00176308,0.00000000,0.28165919,5,0,0,-0.00176308,0.00000000
1,fold1:111_class-7,111_class-7,0.48566660,0.48566660,0,1,0,0.00000000,0.00000000,0.48566660,0,0,1,0.00000000,0.00000000,0.48566660,0,0,1,0.00000000,0.00000000
1,fold1:112_class-9,112_class-9,0.99519467,0.97959447,4,0,0,-0.01560020,0.00000000,0.99519467,0,1,1,0.00000000,0.01560020,0.99519467,0,1,1,0.00000000,0.01560020
1,fold1:113_class-7,113_class-7,0.96116018,0.90767109,3,0,0,-0.05348909,0.00000000,0.90767109,3,0,0,-0.05348909,0.00000000,0.90767109,3,0,0,-0.05348909,0.00000000
1,fold1:114_class-7,114_class-7,0.99422872,0.99422872,0,1,0,0.00000000,0.00000000,0.99422872,0,0,1,0.00000000,0.00000000,0.99422872,0,0,1,0.00000000,0.00000000
1,fold1:115_class-8,115_class-8,0.49475878,0.34970504,2,0,0,-0.14505374,0.00000000,0.34970504,2,0,0,-0.14505374,0.00000000,0.34970504,2,0,0,-0.14505374,0.00000000
1,fold1:116_class-7,116_class-7,0.99118018,0.97301918,1,0,0,-0.01816100,0.00000000,0.99118018,0,1,1,0.00000000,0.01816100,0.99118018,0,1,1,0.00000000,0.01816100
1,fold1:117_class-7,117_class-7,0.99843752,0.96493405,1,0,0,-0.03350347,0.00000000,0.99843752,0,1,1,0.00000000,0.03350347,0.99843752,0,1,1,0.00000000,0.03350347
1,fold1:118_class-8,118_class-8,0.57849479,0.71342874,3,1,0,0.13493395,0.00000000,0.71342874,3,0,1,0.13493395,0.00000000,0.71342874,3,0,1,0.13493395,0.00000000
1,fold1:119_class-7,119_class-7,0.99657893,0.98024845,2,0,0,-0.01633048,0.00000000,0.99657893,0,1,1,0.00000000,0.01633048,0.99657893,0,1,1,0.00000000,0.01633048
1,fold1:120_class-7,120_class-7,0.68024033,0.82373053,3,1,0,0.14349020,0.00000000,0.68024033,0,1,1,0.00000000,-0.14349020,0.68024033,0,1,1,0.00000000,-0.14349020
1,fold1:121_class-5,121_class-5,0.97952998,0.94441116,4,0,0,-0.03511882,0.00000000,0.94441116,4,0,0,-0.03511882,0.00000000,0.97952998,0,1,1,0.00000000,0.03511882
1,fold1:122_class-6,122_class-6,0.99304748,0.99304748,0,1,0,0.00000000,0.00000000,0.99304748,0,0,1,0.00000000,0.00000000,0.99304748,0,0,1,0.00000000,0.00000000
1,fold1:123_class-8,123_class-8,0.55121481,0.55121481,0,1,0,0.00000000,0.00000000,0.55121481,0,0,1,0.00000000,0.00000000,0.55121481,0,0,1,0.00000000,0.00000000
1,fold1:124_class-8,124_class-8,0.40206566,0.40651289,2,1,0,0.00444722,0.00000000,0.40206566,0,1,1,0.00000000,-0.00444722,0.40206566,0,1,1,0.00000000,-0.00444722
1,fold1:125_class-7,125_class-7,0.98747003,0.94001001,5,0,0,-0.04746002,0.00000000,0.98747003,0,1,1,0.00000000,0.04746002,0.98747003,0,1,1,0.00000000,0.04746002
1,fold1:126_class-7,126_class-7,0.99779665,0.97084481,5,0,0,-0.02695185,0.00000000,0.97084481,5,0,0,-0.02695185,0.00000000,0.99779665,0,1,1,0.00000000,0.02695185
1,fold1:127_class-9,127_class-9,0.99177873,0.95756352,5,0,0,-0.03421521,0.00000000,0.99177873,0,1,1,0.00000000,0.03421521,0.99177873,0,1,1,0.00000000,0.03421521
1,fold1:128_class-6,128_class-6,0.23126547,0.23283046,3,1,0,0.00156499,0.00000000,0.23126547,0,1,1,0.00000000,-0.00156499,0.23126547,0,1,1,0.00000000,-0.00156499
1,fold1:129_class-5,129_class-5,0.99687994,0.94518042,5,0,0,-0.05169952,0.00000000,0.94518042,5,0,0,-0.05169952,0.00000000,0.94518042,5,0,0,-0.05169952,0.00000000
1,fold1:130_class-6,130_class-6,0.25059903,0.34166425,2,1,0,0.09106523,0.00000000,0.25059903,0,1,1,0.00000000,-0.09106523,0.25059903,0,1,1,0.00000000,-0.09106523
1,fold1:131_class-6,131_class-6,0.42752752,0.42752752,0,1,0,0.00000000,0.00000000,0.42752752,0,0,1,0.00000000,0.00000000,0.42752752,0,0,1,0.00000000,0.00000000
1,fold1:132_class-8,132_class-8,0.50452912,0.56655353,4,1,0,0.06202441,0.00000000,0.56655353,4,0,1,0.06202441,0.00000000,0.56655353,4,0,1,0.06202441,0.00000000
1,fold1:133_class-7,133_class-7,0.40923819,0.52635461,4,1,0,0.11711642,0.00000000,0.40923819,0,1,1,0.00000000,-0.11711642,0.40923819,0,1,1,0.00000000,-0.11711642
1,fold1:134_class-6,134_class-6,0.86448610,0.81493986,3,0,0,-0.04954624,0.00000000,0.86448610,0,1,1,0.00000000,0.04954624,0.86448610,0,1,1,0.00000000,0.04954624
1,fold1:135_class-5,135_class-5,0.98474085,0.94546658,3,0,0,-0.03927428,0.00000000,0.94546658,3,0,0,-0.03927428,0.00000000,0.94546658,3,0,0,-0.03927428,0.00000000
1,fold1:136_class-8,136_class-8,0.67145091,0.60784250,3,0,0,-0.06360841,0.00000000,0.67145091,0,1,1,0.00000000,0.06360841,0.67145091,0,1,1,0.00000000,0.06360841
1,fold1:137_class-6,137_class-6,0.97421247,0.96509337,5,0,0,-0.00911909,0.00000000,0.97421247,0,1,1,0.00000000,0.00911909,0.97421247,0,1,1,0.00000000,0.00911909
1,fold1:138_class-6,138_class-6,0.95773631,0.91805995,5,0,0,-0.03967637,0.00000000,0.91805995,5,0,0,-0.03967637,0.00000000,0.91805995,5,0,0,-0.03967637,0.00000000
1,fold1:139_class-6,139_class-6,0.34770986,0.41307524,4,1,0,0.06536537,0.00000000,0.41307524,4,0,1,0.06536537,0.00000000,0.41307524,4,0,1,0.06536537,0.00000000
1,fold1:140_class-6,140_class-6,0.98787564,0.97379905,3,0,0,-0.01407659,0.00000000,0.97379905,3,0,0,-0.01407659,0.00000000,0.97379905,3,0,0,-0.01407659,0.00000000
1,fold1:141_class-8,141_class-8,0.40592629,0.54731655,3,1,0,0.14139026,0.00000000,0.54731655,3,0,1,0.14139026,0.00000000,0.54731655,3,0,1,0.14139026,0.00000000
1,fold1:142_class-9,142_class-9,0.99408400,0.45285895,5,0,0,-0.54122505,0.00000000,0.99408400,0,1,1,0.00000000,0.54122505,0.99408400,0,1,1,0.00000000,0.54122505
1,fold1:143_class-9,143_class-9,0.79877305,0.46242625,4,0,0,-0.33634681,0.00000000,0.46242625,4,0,0,-0.33634681,0.00000000,0.46242625,4,0,0,-0.33634681,0.00000000
1,fold1:144_class-9,144_class-9,0.43818671,0.40343082,5,0,0,-0.03475589,0.00000000,0.43818671,0,1,1,0.00000000,0.03475589,0.43818671,0,1,1,0.00000000,0.03475589
1,fold1:145_class-6,145_class-6,0.29605976,0.28814483,3,0,0,-0.00791493,0.00000000,0.28814483,3,0,0,-0.00791493,0.00000000,0.29605976,0,1,1,0.00000000,0.00791493
1,fold1:146_class-5,146_class-5,0.29347336,0.34008333,4,1,0,0.04660997,0.00000000,0.29347336,0,1,1,0.00000000,-0.04660997,0.29347336,0,1,1,0.00000000,-0.04660997
1,fold1:147_class-8,147_class-8,0.41175789,0.42028481,4,1,0,0.00852692,0.00000000,0.42028481,4,0,1,0.00852692,0.00000000,0.42028481,4,0,1,0.00852692,0.00000000
1,fold1:148_class-9,148_class-9,0.55070758,0.50446808,4,0,0,-0.04623950,0.00000000,0.55070758,0,1,1,0.00000000,0.04623950,0.55070758,0,1,1,0.00000000,0.04623950
1,fold1:149_class-6,149_class-6,0.94313133,0.31981781,2,0,0,-0.62331352,0.00000000,0.31981781,2,0,0,-0.62331352,0.00000000,0.31981781,2,0,0,-0.62331352,0.00000000
1,fold1:150_class-7,150_class-7,0.92084467,0.86624157,2,0,0,-0.05460310,0.00000000,0.86624157,2,0,0,-0.05460310,0.00000000,0.86624157,2,0,0,-0.05460310,0.00000000
1,fold1:151_class-7,151_class-7,0.37138718,0.37138718,0,1,0,0.00000000,0.00000000,0.37138718,0,0,1,0.00000000,0.00000000,0.37138718,0,0,1,0.00000000,0.00000000
1,fold1:152_class-7,152_class-7,0.98597574,0.95270288,2,0,0,-0.03327286,0.00000000,0.95270288,2,0,0,-0.03327286,0.00000000,0.95270288,2,0,0,-0.03327286,0.00000000
1,fold1:153_class-9,153_class-9,0.99778372,0.99778372,0,1,0,0.00000000,0.00000000,0.99778372,0,0,1,0.00000000,0.00000000,0.99778372,0,0,1,0.00000000,0.00000000
1,fold1:154_class-5,154_class-5,0.31407043,0.31407043,0,1,0,0.00000000,0.00000000,0.31407043,0,0,1,0.00000000,0.00000000,0.31407043,0,0,1,0.00000000,0.00000000
1,fold1:155_class-6,155_class-6,0.99826735,0.97100747,2,0,0,-0.02725989,0.00000000,0.97100747,2,0,0,-0.02725989,0.00000000,0.97100747,2,0,0,-0.02725989,0.00000000
1,fold1:156_class-9,156_class-9,0.69629425,0.67394888,3,0,0,-0.02234536,0.00000000,0.69629425,0,1,1,0.00000000,0.02234536,0.69629425,0,1,1,0.00000000,0.02234536
1,fold1:157_class-9,157_class-9,0.99676788,0.99676788,0,1,0,0.00000000,0.00000000,0.99676788,0,0,1,0.00000000,0.00000000,0.99676788,0,0,1,0.00000000,0.00000000
1,fold1:158_class-8,158_class-8,0.24287495,0.23334581,3,0,0,-0.00952914,0.00000000,0.23334581,3,0,0,-0.00952914,0.00000000,0.23334581,3,0,0,-0.00952914,0.00000000
1,fold1:159_class-9,159_class-9,0.98791862,0.63397211,3,0,0,-0.35394651,0.00000000,0.98791862,0,1,1,0.00000000,0.35394651,0.98791862,0,1,1,0.00000000,0.35394651
1,fold1:160_class-8,160_class-8,0.56745905,0.30542493,1,0,0,-0.26203412,0.00000000,0.30542493,1,0,0,-0.26203412,0.00000000,0.30542493,1,0,0,-0.26203412,0.00000000
1,fold1:161_class-9,161_class-9,0.96451592,0.90460086,3,0,0,-0.05991507,0.00000000,0.90460086,3,0,0,-0.05991507,0.00000000,0.96451592,0,1,1,0.00000000,0.05991507
1,fold1:162_class-8,162_class-8,0.42538756,0.33787206,2,0,0,-0.08751550,0.00000000,0.33787206,2,0,0,-0.08751550,0.00000000,0.33787206,2,0,0,-0.08751550,0.00000000
1,fold1:163_class-8,163_class-8,0.34528378,0.34528378,0,1,0,0.00000000,0.00000000,0.34528378,0,0,1,0.00000000,0.00000000,0.34528378,0,0,1,0.00000000,0.00000000
1,fold1:164_class-8,164_class-8,0.82450092,0.82450092,0,1,0,0.00000000,0.00000000,0.82450092,0,0,1,0.00000000,0.00000000,0.82450092,0,0,1,0.00000000,0.00000000
1,fold1:165_class-7,165_class-7,0.65225065,0.77749610,2,1,0,0.12524545,0.00000000,0.65225065,0,1,1,0.00000000,-0.12524545,0.65225065,0,1,1,0.00000000,-0.12524545
1,fold1:166_class-9,166_class-9,0.27748629,0.41507751,2,1,0,0.13759121,0.00000000,0.27748629,0,1,1,0.00000000,-0.13759121,0.27748629,0,1,1,0.00000000,-0.13759121
1,fold1:167_class-8,167_class-8,0.28896633,0.37659949,3,1,0,0.08763316,0.00000000,0.37659949,3,0,1,0.08763316,0.00000000,0.28896633,0,1,1,0.00000000,-0.08763316
1,fold1:168_class-5,168_class-5,0.99236292,0.97225469,1,0,0,-0.02010822,0.00000000,0.97225469,1,0,0,-0.02010822,0.00000000,0.97225469,1,0,0,-0.02010822,0.00000000
1,fold1:169_class-6,169_class-6,0.93510449,0.91210300,2,0,0,-0.02300149,0.00000000,0.91210300,2,0,0,-0.02300149,0.00000000,0.91210300,2,0,0,-0.02300149,0.00000000
1,fold1:170_class-8,170_class-8,0.62417227,0.66053683,5,1,0,0.03636456,0.00000000,0.66053683,5,0,1,0.03636456,0.00000000,0.66053683,5,0,1,0.03636456,0.00000000
1,fold1:171_class-5,171_class-5,0.53264213,0.48834258,4,0,0,-0.04429954,0.00000000,0.53264213,0,1,1,0.00000000,0.04429954,0.53264213,0,1,1,0.00000000,0.04429954
1,fold1:172_class-5,172_class-5,0.99591446,0.99591446,0,1,0,0.00000000,0.00000000,0.99591446,0,0,1,0.00000000,0.00000000,0.99591446,0,0,1,0.00000000,0.00000000
1,fold1:173_class-5,173_class-5,0.96461493,0.92686725,3,0,0,-0.03774768,0.00000000,0.92686725,3,0,0,-0.03774768,0.00000000,0.92686725,3,0,0,-0.03774768,0.00000000
1,fold1:174_class-5,174_class-5,0.88261157,0.53630394,4,0,0,-0.34630764,0.00000000,0.88261157,0,1,1,0.00000000,0.34630764,0.88261157,0,1,1,0.00000000,0.34630764
1,fold1:175_class-7,175_class-7,0.99796820,0.91140658,2,0,0,-0.08656162,0.00000000,0.91140658,2,0,0,-0.08656162,0.00000000,0.91140658,2,0,0,-0.08656162,0.00000000
1,fold1:176_class-7,176_class-7,0.53816462,0.95069838,1,1,0,0.41253376,0.00000000,0.95069838,1,0,1,0.41253376,0.00000000,0.95069838,1,0,1,0.41253376,0.00000000
1,fold1:177_class-9,177_class-9,0.64198661,0.60684824,1,0,0,-0.03513837,0.00000000,0.64198661,0,1,1,0.00000000,0.03513837,0.64198661,0,1,1,0.00000000,0.03513837
1,fold1:178_class-9,178_class-9,0.49083611,0.43754002,2,0,0,-0.05329609,0.00000000,0.43754002,2,0,0,-0.05329609,0.00000000,0.43754002,2,0,0,-0.05329609,0.00000000
1,fold1:179_class-5,179_class-5,0.82207268,0.79515719,5,0,0,-0.02691549,0.00000000,0.82207268,0,1,1,0.00000000,0.02691549,0.82207268,0,1,1,0.00000000,0.02691549
1,fold1:180_class-6,180_class-6,0.38731068,0.94358319,2,1,0,0.55627251,0.00000000,0.94358319,2,0,1,0.55627251,0.00000000,0.38731068,0,1,1,0.00000000,-0.55627251
1,fold1:181_class-5,181_class-5,0.99171126,0.96496850,3,0,0,-0.02674276,0.00000000,0.96496850,3,0,0,-0.02674276,0.00000000,0.96496850,3,0,0,-0.02674276,0.00000000
1,fold1:182_class-5,182_class-5,0.56229836,0.56229836,0,1,0,0.00000000,0.00000000,0.56229836,0,0,1,0.00000000,0.00000000,0.56229836,0,0,1,0.00000000,0.00000000
1,fold1:183_class-6,183_class-6,0.54633260,0.41868085,3,0,0,-0.12765175,0.00000000,0.41868085,3,0,0,-0.12765175,0.00000000,0.41868085,3,0,0,-0.12765175,0.00000000
1,fold1:184_class-6,184_class-6,0.97632974,0.94610274,1,0,0,-0.03022701,0.00000000,0.97632974,0,1,1,0.00000000,0.03022701,0.97632974,0,1,1,0.00000000,0.03022701
1,fold1:185_class-9,185_class-9,0.93312681,0.93312681,0,1,0,0.00000000,0.00000000,0.93312681,0,0,1,0.00000000,0.00000000,0.93312681,0,0,1,0.00000000,0.00000000
1,fold1:186_class-7,186_class-7,0.99659979,0.95766276,2,0,0,-0.03893703,0.00000000,0.95766276,2,0,0,-0.03893703,0.00000000,0.95766276,2,0,0,-0.03893703,0.00000000
1,fold1:187_class-9,187_class-9,0.99480855,0.79538488,1,0,0,-0.19942367,0.00000000,0.79538488,1,0,0,-0.19942367,0.00000000,0.79538488,1,0,0,-0.19942367,0.00000000
1,fold1:188_class-9,188_class-9,0.57673883,0.57673883,0,1,0,0.00000000,0.00000000,0.57673883,0,0,1,0.00000000,0.00000000,0.57673883,0,0,1,0.00000000,0.00000000
1,fold1:189_class-6,189_class-6,0.48501268,0.71427441,5,1,0,0.22926173,0.00000000,0.71427441,5,0,1,0.22926173,0.00000000,0.71427441,5,0,1,0.22926173,0.00000000
1,fold1:190_class-7,190_class-7,0.68207914,0.96015102,5,1,0,0.27807188,0.00000000,0.96015102,5,0,1,0.27807188,0.00000000,0.96015102,5,0,1,0.27807188,0.00000000
1,fold1:191_class-7,191_class-7,0.99855566,0.96318489,1,0,0,-0.03537077,0.00000000,0.96318489,1,0,0,-0.03537077,0.00000000,0.96318489,1,0,0,-0.03537077,0.00000000
1,fold1:192_class-5,192_class-5,0.99315262,0.41829097,5,0,0,-0.57486165,0.00000000,0.41829097,5,0,0,-0.57486165,0.00000000,0.41829097,5,0,0,-0.57486165,0.00000000
1,fold1:193_class-6,193_class-6,0.86296856,0.93797743,1,1,0,0.07500887,0.00000000,0.93797743,1,0,1,0.07500887,0.00000000,0.93797743,1,0,1,0.07500887,0.00000000
1,fold1:194_class-6,194_class-6,0.53690112,0.21639414,4,0,0,-0.32050698,0.00000000,0.21639414,4,0,0,-0.32050698,0.00000000,0.53690112,0,1,1,0.00000000,0.32050698
1,fold1:195_class-8,195_class-8,0.33615112,0.33615112,0,1,0,0.00000000,0.00000000,0.33615112,0,0,1,0.00000000,0.00000000,0.33615112,0,0,1,0.00000000,0.00000000
1,fold1:196_class-7,196_class-7,0.85743880,0.60951507,1,0,0,-0.24792373,0.00000000,0.60951507,1,0,0,-0.24792373,0.00000000,0.60951507,1,0,0,-0.24792373,0.00000000
1,fold1:197_class-7,197_class-7,0.99804991,0.99804991,0,1,0,0.00000000,0.00000000,0.99804991,0,0,1,0.00000000,0.00000000,0.99804991,0,0,1,0.00000000,0.00000000
1,fold1:198_class-6,198_class-6,0.99331319,0.93983483,5,0,0,-0.05347836,0.00000000,0.93983483,5,0,0,-0.05347836,0.00000000,0.93983483,5,0,0,-0.05347836,0.00000000
1,fold1:199_class-8,199_class-8,0.38161784,0.36972192,1,0,0,-0.01189592,0.00000000,0.38161784,0,1,1,0.00000000,0.01189592,0.38161784,0,1,1,0.00000000,0.01189592
1,fold1:200_class-5,200_class-5,0.43766552,0.95437032,4,1,0,0.51670480,0.00000000,0.43766552,0,1,1,0.00000000,-0.51670480,0.43766552,0,1,1,0.00000000,-0.51670480
1,fold1:201_class-5,201_class-5,0.21909958,0.94535768,1,1,0,0.72625810,0.00000000,0.94535768,1,0,1,0.72625810,0.00000000,0.94535768,1,0,1,0.72625810,0.00000000
1,fold1:202_class-5,202_class-5,0.84747344,0.81035554,3,0,0,-0.03711790,0.00000000,0.84747344,0,1,1,0.00000000,0.03711790,0.84747344,0,1,1,0.00000000,0.03711790
1,fold1:203_class-9,203_class-9,0.02877399,0.24958913,3,1,0,0.22081514,0.00000000,0.24958913,3,0,1,0.22081514,0.00000000,0.24958913,3,0,1,0.22081514,0.00000000
1,fold1:204_class-9,204_class-9,0.38032702,0.36827305,2,0,0,-0.01205397,0.00000000,0.36827305,2,0,0,-0.01205397,0.00000000,0.36827305,2,0,0,-0.01205397,0.00000000
1,fold1:205_class-9,205_class-9,0.94246805,0.89171219,5,0,0,-0.05075586,0.00000000,0.94246805,0,1,1,0.00000000,0.05075586,0.94246805,0,1,1,0.00000000,0.05075586
1,fold1:206_class-6,206_class-6,0.98220801,0.93996435,2,0,0,-0.04224366,0.00000000,0.93996435,2,0,0,-0.04224366,0.00000000,0.93996435,2,0,0,-0.04224366,0.00000000
1,fold1:207_class-9,207_class-9,0.97083151,0.92790848,5,0,0,-0.04292303,0.00000000,0.97083151,0,1,1,0.00000000,0.04292303,0.97083151,0,1,1,0.00000000,0.04292303
1,fold1:208_class-9,208_class-9,0.79719710,0.60064590,4,0,0,-0.19655120,0.00000000,0.60064590,4,0,0,-0.19655120,0.00000000,0.60064590,4,0,0,-0.19655120,0.00000000
1,fold1:209_class-5,209_class-5,0.90877926,0.84512579,2,0,0,-0.06365347,0.00000000,0.90877926,0,1,1,0.00000000,0.06365347,0.90877926,0,1,1,0.00000000,0.06365347
1,fold1:210_class-6,210_class-6,0.12360840,0.12118167,2,0,0,-0.00242674,0.00000000,0.12118167,2,0,0,-0.00242674,0.00000000,0.12360840,0,1,1,0.00000000,0.00242674
1,fold1:211_class-6,211_class-6,0.33779669,0.30510449,5,0,0,-0.03269219,0.00000000,0.30510449,5,0,0,-0.03269219,0.00000000,0.30510449,5,0,0,-0.03269219,0.00000000
1,fold1:212_class-7,212_class-7,0.99491900,0.96459115,1,0,0,-0.03032786,0.00000000,0.99491900,0,1,1,0.00000000,0.03032786,0.99491900,0,1,1,0.00000000,0.03032786
1,fold1:213_class-8,213_class-8,0.33442473,0.42199853,4,1,0,0.08757380,0.00000000,0.42199853,4,0,1,0.08757380,0.00000000,0.33442473,0,1,1,0.00000000,-0.08757380
1,fold1:214_class-8,214_class-8,0.99827886,0.45957172,2,0,0,-0.53870714,0.00000000,0.45957172,2,0,0,-0.53870714,0.00000000,0.45957172,2,0,0,-0.53870714,0.00000000
1,fold1:215_class-8,215_class-8,0.35782358,0.36395290,1,1,0,0.00612932,0.00000000,0.36395290,1,0,1,0.00612932,0.00000000,0.36395290,1,0,1,0.00612932,0.00000000
1,fold1:216_class-7,216_class-7,0.95619905,0.95619905,0,1,0,0.00000000,0.00000000,0.95619905,0,0,1,0.00000000,0.00000000,0.95619905,0,0,1,0.00000000,0.00000000
1,fold1:217_class-5,217_class-5,0.99415219,0.99415219,0,1,0,0.00000000,0.00000000,0.99415219,0,0,1,0.00000000,0.00000000,0.99415219,0,0,1,0.00000000,0.00000000
1,fold1:218_class-9,218_class-9,0.44119218,0.57460666,2,1,0,0.13341448,0.00000000,0.44119218,0,1,1,0.00000000,-0.13341448,0.44119218,0,1,1,0.00000000,-0.13341448
1,fold1:219_class-8,219_class-8,0.44581640,0.39280900,1,0,0,-0.05300739,0.00000000,0.39280900,1,0,0,-0.05300739,0.00000000,0.39280900,1,0,0,-0.05300739,0.00000000
1,fold1:220_class-6,220_class-6,0.29157242,0.28938568,2,0,0,-0.00218675,0.00000000,0.28938568,2,0,0,-0.00218675,0.00000000,0.29157242,0,1,1,0.00000000,0.00218675
1,fold1:221_class-9,221_class-9,0.85311627,0.81483763,2,0,0,-0.03827864,0.00000000,0.81483763,2,0,0,-0.03827864,0.00000000,0.81483763,2,0,0,-0.03827864,0.00000000
1,fold1:222_class-7,222_class-7,0.99122232,0.94007987,3,0,0,-0.05114245,0.00000000,0.99122232,0,1,1,0.00000000,0.05114245,0.99122232,0,1,1,0.00000000,0.05114245
1,fold1:223_class-7,223_class-7,0.99872476,0.96811509,5,0,0,-0.03060967,0.00000000,0.96811509,5,0,0,-0.03060967,0.00000000,0.96811509,5,0,0,-0.03060967,0.00000000
1,fold1:224_class-6,224_class-6,0.97921598,0.96856821,5,0,0,-0.01064777,0.00000000,0.96856821,5,0,0,-0.01064777,0.00000000,0.96856821,5,0,0,-0.01064777,0.00000000
1,fold1:225_class-6,225_class-6,0.53825486,0.79973483,3,1,0,0.26147997,0.00000000,0.53825486,0,1,1,0.00000000,-0.26147997,0.53825486,0,1,1,0.00000000,-0.26147997
1,fold1:226_class-9,226_class-9,0.52717102,0.52717102,0,1,0,0.00000000,0.00000000,0.52717102,0,0,1,0.00000000,0.00000000,0.52717102,0,0,1,0.00000000,0.00000000
